"timestamp","message"
"2023-05-23 11:40:37 GMT+0300","11111"
"2023-05-23 11:40:35 GMT+0300","21111"
"2023-05-23 11:40:32 GMT+0300","22111"
"2023-05-23 11:40:31 GMT+0300","12211"
"2023-05-23 11:40:28 GMT+0300","11221"
"2023-05-23 11:40:27 GMT+0300","21122"
"2023-05-23 11:40:25 GMT+0300","12112"
"2023-05-23 11:40:22 GMT+0300","21211"
"2023-05-23 11:40:21 GMT+0300","12121"
"2023-05-23 11:40:18 GMT+0300","11212"
"2023-05-23 11:40:17 GMT+0300","21121"
"2023-05-23 11:40:14 GMT+0300","22112"
"2023-05-23 11:40:13 GMT+0300","12211"
"2023-05-23 11:40:11 GMT+0300","11221"
"2023-05-23 11:40:08 GMT+0300","21122"
"2023-05-23 11:40:07 GMT+0300","12112"
"2023-05-23 11:40:04 GMT+0300","21211"
"2023-05-23 11:40:03 GMT+0300","22121"
"2023-05-23 11:40:00 GMT+0300","12212"
"2023-05-23 11:39:59 GMT+0300","21221"
"2023-05-23 11:39:57 GMT+0300","22122"
"2023-05-23 11:39:54 GMT+0300","12212"
"2023-05-23 11:39:53 GMT+0300","21221"
"2023-05-23 11:39:50 GMT+0300","12122"
"2023-05-23 11:39:49 GMT+0300","21212"
"2023-05-23 11:39:46 GMT+0300","22121"
"2023-05-23 11:39:45 GMT+0300","12212"
"2023-05-23 11:39:42 GMT+0300","11221"
"2023-05-23 11:39:41 GMT+0300","11122"
"2023-05-23 11:39:39 GMT+0300","21112"
"2023-05-23 11:39:36 GMT+0300","22111"
"2023-05-23 11:39:35 GMT+0300","12211"
"2023-05-23 11:39:32 GMT+0300","11221"
"2023-05-23 11:39:31 GMT+0300","21122"
"2023-05-23 11:39:28 GMT+0300","22112"
"2023-05-23 11:39:27 GMT+0300","22211"
"2023-05-23 11:39:25 GMT+0300","12221"
"2023-05-23 11:39:22 GMT+0300","21222"
"2023-05-23 11:39:21 GMT+0300","12122"
"2023-05-23 11:39:18 GMT+0300","21212"
"2023-05-23 11:39:17 GMT+0300","12121"
"2023-05-23 11:39:14 GMT+0300","21212"
"2023-05-23 11:39:13 GMT+0300","22121"
"2023-05-23 11:39:11 GMT+0300","12212"
"2023-05-23 11:39:09 GMT+0300","21221"
"2023-05-23 11:39:07 GMT+0300","12122"
"2023-05-23 11:39:04 GMT+0300","11212"
"2023-05-23 11:39:03 GMT+0300","21121"
"2023-05-23 11:39:00 GMT+0300","22112"
"2023-05-23 11:38:59 GMT+0300","22211"
"2023-05-23 11:38:56 GMT+0300","22221"
"2023-05-23 11:38:55 GMT+0300","22222"
"2023-05-23 11:38:52 GMT+0300","22222"
"2023-05-23 11:38:51 GMT+0300","22222"
"2023-05-23 11:38:49 GMT+0300","22222"
"2023-05-23 11:38:47 GMT+0300","22222"
"2023-05-23 11:38:45 GMT+0300","22222"
"2023-05-23 11:38:42 GMT+0300","12222"
"2023-05-23 11:38:41 GMT+0300","21222"
"2023-05-23 11:38:38 GMT+0300","22122"
"2023-05-23 11:38:37 GMT+0300","12212"
"2023-05-23 11:38:34 GMT+0300","11221"
"2023-05-23 11:38:33 GMT+0300","21122"
"2023-05-23 11:38:30 GMT+0300","22112"
"2023-05-23 11:38:29 GMT+0300","12211"
"2023-05-23 11:38:26 GMT+0300","11221"
"2023-05-23 11:38:25 GMT+0300","11122"
"2023-05-23 11:38:23 GMT+0300","11112"
"2023-05-23 11:38:20 GMT+0300","21111"
"2023-05-23 11:38:19 GMT+0300","22111"
"2023-05-23 11:38:16 GMT+0300","12211"
"2023-05-23 11:38:15 GMT+0300","11221"
"2023-05-23 11:38:12 GMT+0300","21122"
"2023-05-23 11:38:11 GMT+0300","22112"
"2023-05-23 11:38:08 GMT+0300","22211"
"2023-05-23 11:38:07 GMT+0300","22221"
"2023-05-23 11:38:05 GMT+0300","22222"
"2023-05-23 11:38:03 GMT+0300","22222"
"2023-05-23 11:38:01 GMT+0300","22222"
"2023-05-23 11:37:59 GMT+0300","22222"
"2023-05-23 11:37:57 GMT+0300","12222"
"2023-05-23 11:37:55 GMT+0300","11222"
"2023-05-23 11:37:53 GMT+0300","21122"
"2023-05-23 11:37:51 GMT+0300","12112"
"2023-05-23 11:37:49 GMT+0300","11211"
"2023-05-23 11:37:46 GMT+0300","11121"
"2023-05-23 11:37:45 GMT+0300","21112"
"2023-05-23 11:37:42 GMT+0300","12111"
"2023-05-23 11:37:41 GMT+0300","11211"
"2023-05-23 11:37:38 GMT+0300","21121"
"2023-05-23 11:37:37 GMT+0300","12112"
"2023-05-23 11:37:34 GMT+0300","21211"
"2023-05-23 11:37:33 GMT+0300","22121"
"2023-05-23 11:37:30 GMT+0300","22212"
"2023-05-23 11:37:29 GMT+0300","12221"
"2023-05-23 11:37:26 GMT+0300","11222"
"2023-05-23 11:37:25 GMT+0300","11122"
"2023-05-23 11:37:22 GMT+0300","11112"
"2023-05-23 11:37:21 GMT+0300","11111"
"2023-05-23 11:37:18 GMT+0300","11111"
"2023-05-23 11:37:17 GMT+0300","11111"
"2023-05-23 11:37:14 GMT+0300","11111"
"2023-05-23 11:37:13 GMT+0300","21111"
"2023-05-23 11:37:11 GMT+0300","22111"
"2023-05-23 11:37:08 GMT+0300","12211"
"2023-05-23 11:37:07 GMT+0300","11221"
"2023-05-23 11:37:04 GMT+0300","21122"
"2023-05-23 11:37:03 GMT+0300","12112"
"2023-05-23 11:37:00 GMT+0300","11211"
"2023-05-23 11:36:59 GMT+0300","21121"
"2023-05-23 11:36:56 GMT+0300","22112"
"2023-05-23 11:36:55 GMT+0300","22211"
"2023-05-23 11:36:52 GMT+0300","12221"
"2023-05-23 11:36:51 GMT+0300","21222"
"2023-05-23 11:36:48 GMT+0300","22122"
"2023-05-23 11:36:47 GMT+0300","12212"
"2023-05-23 11:36:45 GMT+0300","11221"
"2023-05-23 11:36:43 GMT+0300","11122"
"2023-05-23 11:36:41 GMT+0300","11112"
"2023-05-23 11:36:38 GMT+0300","21111"
